DevID,B,C,nthvalue,1,2,3,4
 [03],[00],[00],223,[ea],[43],[58],[38]
 [01],[00],[00],219,[12],[45],[b1],[44]
 [02],[00],[00],215,[61],[03],[c0],[cf]
 [03],[00],[00],224,[ea],[43],[59],[38]
 [01],[00],[00],220,[11],[45],[b1],[44]
 [03],[00],[00],225,[ea],[43],[59],[38]
 [01],[00],[00],221,[12],[44],[b1],[45]
 [03],[00],[00],226,[e9],[42],[59],[37]
 [02],[00],[00],217,[61],[03],[c1],[cf]
 [01],[00],[00],222,[12],[44],[b1],[45]
 [02],[00],[00],218,[62],[04],[c1],[cf]
 [03],[00],[00],227,[e9],[42],[59],[37]
 [01],[00],[00],223,[12],[44],[b1],[44]
 [03],[00],[00],228,[e8],[42],[59],[37]
 [01],[00],[00],224,[13],[45],[b1],[44]
 [02],[00],[00],219,[62],[03],[c1],[cf]
 [01],[00],[00],225,[13],[45],[b1],[44]
 [02],[00],[00],220,[62],[03],[c1],[cf]
 [03],[00],[00],230,[ea],[43],[59],[37]
 [02],[00],[00],221,[62],[03],[c1],[cf]
 [01],[00],[00],226,[13],[44],[b1],[44]
 [02],[00],[00],222,[62],[04],[c2],[cf]
 [03],[00],[00],231,[ea],[43],[59],[37]
 [01],[00],[00],227,[13],[44],[b1],[44]
 [03],[00],[00],232,[ea],[44],[59],[37]
 [01],[00],[00],228,[13],[44],[b1],[44]
 [02],[00],[00],223,[62],[04],[c2],[cf]
 [03],[00],[00],233,[ea],[43],[59],[37]
 [01],[00],[00],229,[13],[45],[b1],[43]
 [02],[00],[00],224,[62],[04],[c2],[cf]
 [03],[00],[00],234,[ea],[43],[58],[38]
 [02],[00],[00],225,[62],[04],[c1],[cf]
 [03],[00],[00],235,[ea],[43],[58],[39]
 [01],[00],[00],230,[13],[45],[b1],[43]
 [01],[00],[00],231,[13],[45],[b1],[43]
 [02],[00],[00],226,[61],[04],[c1],[cf]
 [03],[00],[00],236,[ea],[43],[58],[39]
 [01],[00],[00],232,[13],[46],[b1],[42]
 [02],[00],[00],227,[61],[04],[c1],[cf]
 [03],[00],[00],237,[ea],[43],[58],[39]
 [01],[00],[00],233,[13],[46],[b1],[42]
